Sr.No,Main Code,Sub Code,Name of Establishment,Address,City,Date of Applicability of Act,Beat
189,AAF03496,BO013,HCMS GLOBAL PVT LTD (C/O AGILITY LOGISTICS MLT),OFFICE # 202/02 2ND FLOOR SPEEDY TOWER DHA PHASE 1 KARACHI,KARACHI,15-MAR-22,A
190,BOA00735, 000,HELB AGRO SCIENCES PAK PVT LTD,7-C 1st Industrial estate,MULTAN,04-OCT-02,A
191,BOA00734, 000,HELB PESTICIDES CHEMICALS PAK PVT LTD,7-C 1st industrial estate multan,MULTAN,04-OCT-02,A
192,BOA01775, 000,HERITAGE MONTESORI SCHOOL,11-D GARDEN TOWN MULTAN,MULTAN,01-JUN-11,A
193,BOA01809, 000,HEXON CHEMICALS PVT LTD,PLOT # 10 PHASE II INDUSTRIAL ESTATE MULTAN,MULTAN,01-JAN-12,A
194,BOA03758, 000,HIGRO CHEMICALS,"PLOT # 313, INDUSTRIAL ESTATE PHASE II",MULTAN,01-JAN-24,A
195,BOA00032, 000,HILAL FABRICS (Pvt) Limited,1-industrial estate multan,MULTAN,01-JUL-76,A
196,BOA03016, 000,HISUN PVT LTD,119-120 INDUSTRIAL ESTATE PHASE II,MULTAN,01-JAN-19,A
197,AAB00266,BO005,HOECHST PAK LTD(BAYERS CROPS),INDUSTRIAL ESTATE -------------------- -------------------- --------------------,MULTAN,01-JUL-76,A
198,BOA03584, 000,HOLSUN CHEMICALS,"PLOT # 268, 269, INDUSTRIAL ESTATE PHASE II",MULTAN,01-JUL-22,A
199,BOA01355, 000,HR CHEMICAL GROUP,5 D INDUSTRIAL ESTATE,MULTAN,01-AUG-09,A
200,AAF01982,BO053,HUMAN RESOURCE SOLUTIONS PVR LTD C/O PTC,C-50 BLOCK-2 NEAR FATIMA JINNAH PARK CLIFTON,KARACHI,01-MAR-22,A
201,BOA02084, 000,HUSNAIN FOODS,4/B INDUSTRIAL ESTAT MULTAN ,MULTAN,01-JUN-13,A
202,BOA01372, 000,HYGIENE INDUSTRIES,21 A INDUSTRIAL ESTATE,MULTAN,01-JUL-08,A
203,BOA01637, 000,IBRAHIM HASEEB COLD STORE,1-D INDUSTRIAL ESTATE MULTAN,MULTAN,01-JAN-11,A
204,BOA03171, 000,IBS LOGISTICS PVT LTD,"HOUSE#149/1,OPPOSITE SDO OFFICE MEPCO, TAUNSA ROAD",MULTAN,01-MAY-19,A
205,BOA01729, 000,INNOVATIVE CHEMICALs,36-A INDUSTRIAL ESTATE MULTAN,MULTAN,01-JAN-12,A
206,BOA01960, 000,INSTITUTE OF MOTHER CHILD CARE,NEAR AL QURESH HOUSING SCHEME SHERSHAH RAOD MULTAN,MULTAN,01-FEB-12,A
207,BOA00872, 000,IQBAL ELEMENTORY SCHOOL,ISMAILABAD SHER SHAH ROAD ,MULTAN,28-DEC-02,A
208,BOA03843, 000,ISRA FEED PVT LTD,"PLOT #12, INDUSTRIAL ESTATE,",MULTAN,01-AUG-24,A
209,BOA03272, 000,ITTEFAQ CHEMICALS GROUP,"PLOT # 44, INDUSTRIAL ESTATE PHASE II",MULTAN,01-APR-21,A
210,BIA01106,BO088,IZHAR CONTRACTION PVT LTD C/O MEZAN BEVERGAES,"PLOT NO 22C, 23A MEZAN BEVERAGES INDUSTRIAL ESTATE MULTAN",MULTAN,01-JUN-25,A
211,BOA01088, 000,J S ENTERPRISES,"mouza jungle bhera, near industrial estate phase -i",MULTAN,01-JAN-09,A
212,BOA00977, 000,J.B. PaCKAGES (PVT) LTD.,83-A INDUSTRIAL ESTATE ,MULTAN,01-MAR-06,A
213,BOA03194, 000,JAFFER AGRO SERVICES PRIVATE LIMITED,"PLOT#62-A, INDUSTRIAL ESTATE PHASE 1",MULTAN,01-SEP-20,A
214,BOA00305, 000,JAMI WOOL CO,4-G INDUSTRIAL ESTATE MULTAN ,MULTAN,01-JAN-87,A
215,BOA03871, 000,JAVED BADAR WAREHOUSE & INDUSTRY MULTAN,PLOT # 234 INDUSTRIAL ESTATE PHASE II ,MULTAN,01-JAN-25,A
216,BOA02090, 000,JEVEY ZIA HASHMI CARGO SERVICE OFFICE,C/O COCA COLA BEVERGES VEHARI ROAD,MULTAN,01-JUN-13,A
217,BOA03318, 000,JEWAY AZIZ GOODS TRANSPORT PVT LTD,CHINA CHOWK ESTATE AREA ,MULTAN,01-SEP-21,A
218,BOA03554, 000,JJ HR SOLUTIONS (PVT)LTD,"LABOUR COLONY FLAT NO. 43/10, INDUSTRIAL ESTTAE",MULTAN,01-OCT-22,A
219,BOA00028,BO001,JK SUGAR MILLS (PRIVATE) LIMITED mehtabi warehouse,NEAR TELEPHONE EXCHANGE INDUSTRIAL ESTATE,MULTAN,01-JAN-19,A
220,BOA02342, 000,JULLUNDUR (PVT) LIMITED,44-B PHASE-I INDUSTRIAL ESTATE,MULTAN,01-JUL-13,A
221,BOA01643, 000,KANZO AG,9-INDUSTRIAL ESTATE PHASE-II INDUSTRIAL ESTATE MUL,MULTAN,01-JAN-09,A
222,BOA02972, 000,KAREEM CHEMICALS,02/A ROOMI COTTON FACTORY INDUSTRIAL ESTATE,MULTAN,01-JAN-18,A
223,BOA03268, 000,KAREEM WAREHOUSE,"PLOT#326, INDUSTRIAL ESTATE PHASE II",MULTAN,22-JUN-21,A
224,BOA00445, 000,KASHIF DALL FACTORY,INDUSTRIAL ESTATE MULTAN ,MULTAN,13-NOV-90,A
225,BOA03127, 000,KHAN WAREHOUSE,"PLOT # 243, INDUSTRIAL ESTATE PHASE II ",MULTAN,01-JAN-20,A
226,BOA03384, 000,KHANCEPT EDUCATIONAL SOLUTIONS PVT LTD (TSS),"THE STEM SCHOOL SHER SHAH CAMPUS, SHER SHAH ROAD MULTAN",MULTAN,09-OCT-21,A
227,BOA01157, 000,KHAWAJA FEEDS (PVT) LTD,1-7 INDUSTRIAL ESTATE,MULTAN,01-SEP-09,A
228,POA00006, 000,KHAWAJA MINERAL INDUSTRIES PRIVATE LIMITED,34-B INDUSTRIAL ESTATE ,MULTAN,16-SEP-02,A
229,BOA00502, 000,KOHENOOR CHIPBOARD INDUSTRIES,PLOT NO 32 INDUSTRIAL ESTATE ,MULTAN,01-DEC-93,A
230,BOA03280, 000,KRAFTCON (PVT) LTD,C/O MAHMOOD TEXTILE MILLS INDUSTRIAL ESTATE,MULTAN,02-DEC-20,A
231,BOA02830, 000,Kids Care Hospital,FIRST FLOOR PEARL CENTRE GARDEN TOWN,MULTAN,01-JAN-18,A
232,BIC00924,BO002,LABOUR MANAGEMENT SERVICES (PVT) LTD,GARDEN TOWN SHERSHAH ROAD MULTAN CANT,ABBASPUR,01-DEC-20,A
233,BOA03269, 000,LAHORE AGRO PROCESSING (PVT) LTD,"PLOT#158, INDUSTRIAL ESTATE PHASE 2",MULTAN,01-APR-21,A
234,BOA03012, 000,LAUREATE HIGH SCHOOL HASSAN CAMPUS,144-A TAUNSA ROAD GARDEN TOWN ,MULTAN,01-DEC-18,A
235,BOA01665, 000,LEADER AG,6-D INDUSTRIAL ESTATE MULTAN,MULTAN,01-APR-10,A
236,BOA03117, 000,LEOPARDS COURIER SERVICES (PVT) LTD.,"PARACHA INDUSTRIAL COMPLEX PLOT # 4/B, INDUSTRIAL ESTATE",MULTAN,01-JUL-19,A
237,BOA03418, 000,LIAQAT ALI (M/S AST ROYAL FOODS),PLOT # 126 INDUSTRIAL ESTATE PHASE II ,MULTAN,01-JAN-22,A
238,BOA03246, 000,LIASIA IMPAX,"PLOT# 213/226, INDUSTRIAL ESTATE PHASE II",MULTAN,01-JAN-21,A
239,BOA00571, 000,LIFE PHARMACEUTICAL COMPANY,24-3 INDUSTRIAL ESTATE ,MULTAN,01-SEP-95,A
240,BOA01172, 000,M A INDUSTRIES,105 INDUSTREIAL ESTATE,MULTAN,01-JAN-09,A
241,BOA02718, 000,M I CORPORATION,"44-INDUSTRIAL ESTATE, PHASE II",MULTAN,01-JUL-17,A
242,BOA01493,BO001,M M PLASTIC INDUSTRY,15-B PHASE 1 INDUSTRIAL ESTATE MULTAN,MULTAN,01-MAR-12,A
243,POA00008, 000,M.SHAH MUHAMMAD AND SONS PVT LTD,8-C/3 INDUSTRIAL ESTATE ,MULTAN,20-SEP-02,A
244,BOA00967, 000,M/S CLASSIC CONSUMABLES,74-B PHASE II INDUSTRIAL ESTATE MULTAN,MULTAN,01-AUG-04,A
245,BIA00065,BO012,M/S CREATIVE TECHNICAL MANAGERS,COLONY MILLS ISMAILABAD,MULTAN,01-DEC-18,A
246,BIB04908,BO001,MA ENGINEERING C/O PC HOTEL,"PC HOTEL, ASKARIA BY PASS",MULTAN,01-JAN-22,A
247,BOA03289, 000,MADINA TUL OLIA WAREHOUSE,"PLOT NO. 278, INDUSTRIAL ESTATE PHASE II",MULTAN,01-AUG-21,A
248,BOA03081, 000,MADNI PAPER & WASTE CORPORATION,36/B INDUSTRIAL ESTATE,MULTAN,01-JUL-19,A
249,BOA02573, 000,MALIK ENTERPRISES,46/C INDUSTRIAL ESTATE,MULTAN,01-JUL-16,A
250,BOA02965, 000,MALIK RAFIQUE AHMED LABOR CONTRACTOR (SMC-PVT)LTD,"shop no 42, khyban e kubra colony Multan",MULTAN,01-JUN-18,A
251,BOA02965,BO001,MALIK RAFIQUE AHMED LABOR CONTRACTOR SMC PVT LTD,SHOP#42 KHYBAN-E-KUBRA COLONY SHER SHAH ROAD MULTAN,MULTAN,01-JUL-25,A
252,BOA01072, 000,MALIK RAFIQUE AHMED LABOR CONTractor (smc-pvt) ltd,"Shop No 42, khyban E Kubra colony Sher shah road multan",MULTAN,01-JAN-09,A
253,BNA00037,BO001,MAQBOOL TEXTILE MILLS LTDH.O.,2-INDUSTRIAL ESTATE ,MULTAN,01-MAY-07,A
254,BOA03743, 000,MASOOD & COMPANY-3,"5-D, INDUSTRIAL ESTATE, NEAR POST OFFICE & PTCL EXCHANGE",MULTAN,01-MAR-24,A
255,BOA03536, 000,MASOOD APPARELS (PVT) LTD,"PLOT#62-E, INDUSTRIAL ETATE PHASE-1",MULTAN,01-JUL-22,A
256,AAE00428,BO090,MCR (PVT) LTD,"NEAR CHAMAN ZAR ASKARI, SHERSHAH ROAD",MULTAN,01-DEC-16,A
257,BOA01815, 000,"MEHMOOD TEXTILE MILLS,  unit no.7.indus estate  ",94 95 96 INDUSTRIAL ESTATE MULTAN,MULTAN,02-JAN-12,A
258,BOA00018, 000,MEHMOODA MAQBOOL MILLS LTD,INDUSTRIAL ESTATE MUZAFFARGARH RD MULTAN ,MULTAN,01-JUL-76,A
259,BOA03495, 000,MEHRAB HOTEL AND RESTURANT,SHER SHAH BYPASS MUZAFARGRAH ROAD NEAR ASKARI PETROLEUM SERVICES,MULTAN,01-AUG-22,A
260,FAA01785,BO011,METRO GUARDS PVT LTD,C/O COCA COLA BEVRAGES INDUSTRIAL ESTATE phase II ,MULTAN,01-FEB-13,A
261,BOA03283, 000,MG APPAREL LIMITED,"PLOT# 94, 95, 96, INDUSTRIAL ESTATE ",MULTAN,01-JUL-21,A
262,BOA02433, 000,MIAN BROTHERS,PLOT#41 PHASE-II INDUSTRIAL ESTATE,MULTAN,01-FEB-16,A
263,BOA00809, 000,MIANAWALI HOTEL,MUZAFARGARH ROAD SHER SHAH BY-PASS ,MULTAN,27-NOV-02,A
264,BIA00046,BO002,MILLAT TRACTOR LTD,GARDEN TOWN SHERSHAH ROAD MULTAN CANT,MULTAN,12-NOV-07,A
265,BOA03295, 000,MIRROR TRADERS,PLOT NO. 208 PHASE II INDUSTRIAL ESTATE,MULTAN,01-MAY-21,A
266,BOA03201, 000,MISTER FOODS,"PLOT # 317, INDUSTRIAL ESTATE PHASE 2",MULTAN,20-JAN-20,A
267,BOA03774, 000,MUHAMMAD LATIF WAREHOUSE,PLOT # 239 MULTAN INDUSTRIAL ESTATE PHASE II,MULTAN,01-MAY-24,A
268,BOA02189, 000,MUHAMMAD TRADERS FABRICATORS,PLOT 59 PHASE-II INDUSTRIAL ESTATE,MULTAN,01-AUG-14,A
269,BOA03102, 000,MULTAN AFSHAR PACKAGES (PVT) LTD.,"3-B, INDUSTRIAL ESTATE",MULTAN,01-OCT-19,A
270,BOA03966, 000,MULTAN AUTO ENGINEERING,PLOT # 74 -A INDUSTRIAL ESTATE PHASE- II MULTAN,MULTAN,01-NOV-25,A
271,BOA00256, 000,MULTAN CHEMICALS LTD,4 C II INDUSTRIAL ESTATE MULTAN ,MULTAN,30-MAR-85,A
272,BOA00576, 000,MULTAN DRY PORT TRUST,SHER SHAH BY-PASS MULTAN ,MULTAN,18-OCT-95,A
273,BOA00672, 000,MULTAN GEMS SCHOOL FOR GIRLS,155-SHER SHAH ROAD ,MULTAN,01-MAR-01,A
274,BOA00332, 000,MULTAN HIDE CO LTD,PLOT NO.102 INDUSTRIAL ESTATE MULTAN ,MULTAN,01-JAN-87,A
275,BOA00376, 000,MULTAN PACKAGES,4-J-IV INDUSTRIAL ESTATE MULTAN. ,MULTAN,01-JUL-89,A
276,BOA01668, 000,MUSA PAK CHEMICAL INDUSTRIES PVT LTD,PLOT61-B 1 MULTAN INDUSTRIAL ESTATE MULTAN,MULTAN,01-JAN-10,A
277,BOA01406, 000,MUSHTAQ HERBAL PHARMA,23 B INDUSTRIAL ESTATE,MULTAN,01-DEC-08,A
278,BOA01774, 000,MUSTANG SECURITY SERVICES PVT LTD,GARDEN TOWN SHERSHAH ROAD MULTAN,MULTAN,01-APR-12,A
279,BOA03870, 000,NAEEM BHATTI WARE HOUSE & INDUSTRY MULTAN,PLOT # 310 INDUSTRIAL ESTATE PHASE II,MULTAN,01-JAN-25,A
280,BOA03073, 000,NAQSH CATERERS C/O PEPSICO,"PLOT NO. 149-162, PHASE II INDUSTRIAL ESTATE ",MULTAN,15-OCT-19,A
281,BOA02356, 000,NAQSHBAND FOODS,PLOT#47 INDUSTRIAL ESTATE PHASE-II,MULTAN,01-AUG-15,A
282,BOA00938, 000,NASCO,47-A INDL ESTATE ,MULTAN,03-JUN-04,A
283,FAA00408,BO031,NATIONAL RURAL SUPPORT PROGRAMME ,HOUSE 198 G I ARAYA WALI GALI GARDEN TOWN MULTAN,MULTAN,01-JAN-10,A
284,BJA00091,BO015,NAUBAHAR BOTTLING COMPANY (MEHTABI WAREHOUSE),NEAR TELEPHONE EXCHANGE INDUSTRIAL ESTATE MULTAN,MULTAN,01-MAY-25,A
285,BOA03527, 000,NAVEED AZAM EMBROIDERY,"PLOT#14, INDUSTRIAL ESTATE PHASE 2",MULTAN,01-JUL-22,A
286,BOA03783, 000,NAWAB ENGINEERING COMPANY,NEAR NAWAB HOTEL SHER SHAH BYPASS ,MULTAN,01-JUN-24,A
287,BOA00816, 000,NAWAB HOTEL,MUZAFARGARH ROAD SHER SHAH BY-PASS ,MULTAN,27-NOV-02,A
288,BOA03555, 000,NAWABDIN ELECTRIC CONCERN SMC PVT LTD,"NEAR CHINA CHOWK, INDUSTRIAL ESTATE PHASE II",MULTAN,01-DEC-22,A
289,BOA03344, 000,NEW AGRO SCIENCES,PLOT 40-II INDUSTRIAL ESTATE PHASE 1 ,MULTAN,15-FEB-22,A
290,BOA02890, 000,NEW CHAUDHRY FIBERS,39/22 HAMID PUR KINORA CHINA ROAD NEAR INDUSTRIAL STATE PHASE-III,MULTAN,01-JUL-17,A
291,BOA02314, 000,NEW PESHAWARI HOTEL,MUZAFFARGARH ROAD SHER SHAH BY PASS,MULTAN,01-JAN-14,A
292,BOA01009, 000,NH PESTICIDE GROUP INTERNATIONAL,62-A INDUSTRIAL ESTATE ,MULTAN,01-FEB-05,A
293,BOA00804, 000,NICE INTERNATIONAL,25-AI INDL ESTATE ,MULTAN,02-JUN-03,A
294,BOA00499,BO005,"NISHAT BOYS SCHOOL, ASKARI BRANCH",CHOWK NAGG SHAH NEW BY PASS,MULTAN,01-MAR-11,A
295,BOA00499,BO009,"NISHAT GIRLS SCHOOL, ASKARI BRANCH",ASKARI BYPASS ROAD ,MULTAN,01-FEB-25,A
296,BOA03169, 000,NOBLE TRADERS,C/O COCA COLA INDUSTRIAL ESTATE,MULTAN,01-FEB-20,A
297,BOA02432, 000,NS PACKAGES PVT LTD,PLOT#263 PHASE-II INDUSTRIAL ESTATE ,MULTAN,01-JAN-16,A
298,BOA02541, 000,NUCHEM (PVT) LTD,187-INDUSTRIAL ESTATE PHASE-II,MULTAN,01-JUN-16,A
299,BOA02032, 000,OLAYAN CONCRETE,PLOT # 17 PHASE II INDUSTRIAL ESTATE MULTAN,MULTAN,01-AUG-12,A
300,BOA03220, 000,ORIENT AGRI SERVICES,"44-B, INDUSTRIAL ESTATE ",MULTAN,30-MAY-19,A
301,BOA02083, 000,ORIENT ENTERPRISES,4/B INDUSTRIAL ESTAT MULTAN ,MULTAN,01-JUN-13,A
302,BOA01684,BO003,OUTRIDERS PVT LTD,C/O PSO LPG Project -3RD FLOOR GOLDEN HEIGHTS OPP HIGHCOURT,MULTAN,01-DEC-18,A
303,BOA00851, 000,PAK GRAMMAR HIGH SCHOOL,NR GARDEN TOWN SHER SHAH ROAD ,MULTAN,28-NOV-02,A
304,BBA01355,BO001,PAK MULTI SERVICES PVT LTD,"RIZWAN ARCADE 4TH FLOOR, OFF# 404, ADAM G ROAD SADAR",RAWALPINDI,01-MAY-18,A
305,BOA03546, 000,PAK NATIONAL DISTRIBUTORS,"5-D, INDUSTRIAL ESTATE [HASE-1",MULTAN,01-JUL-22,A
306,BOA00753, 000,PAK PANSY PVT LTD,6-B INDL ESTATE ,MULTAN,15-DEC-02,A
307,BOA03676, 000,PAK TENTAGE ,"PLOT#283-284, INDUSTRIAL ESTATE PHASE II",MULTAN,01-JAN-23,A
308,AAB00179,BO015,PAKISTAN BURMAH SHELL LIMITED,OIL DEPOT SHERSHAH SHERSHAH MULTAN ,MULTAN,01-APR-82,A
309,BOA03319, 000,PARBAT CROP SCIENCES,207 Industrial Estate phase-II Multan,MULTAN,01-JUL-21,A
310,BOA03962, 000,PARBAT FLOUR MILLS ,64- INDUSTRIAL ESTATE PHASE II MULTAN,MULTAN,01-AUG-25,A
311,BUB00269, 000,PARIZAD QUALITY FOODS,"PLOT#2, CANAL VIEW TOWN, LAHORE ROAD",BUREWALA,01-JUN-23,A
312,BOA03833, 000,PASTERS CHEMICAL ENTERPRISES,"PLOT # 24 PHASE II, INDUSTRIAL ESTATE ",MULTAN,01-JUL-24,A
313,BOA01510, 000,PATRON CHEMICALS,1o1/4 INDUSTRIAL ESTATE MULTAN,MULTAN,15-MAR-05,A
314,BOA02857, 000,PEPSI COLA INTERNATIONAL,PLOT 149/155 PHASE-II INDUSTRIAL ESTATE,MULTAN,01-JUN-18,A
315,BOA00650, 000,PHOENIX SECURITY SERVICES PVT LTD,house r-444 defence view housing societytibba masoodpur sher shah rd multan,MULTAN,01-JAN-98,A
316,BOA00618, 000,PHONEIX ARMOUR (PVT) LIMITED,120 SHERSHAH ROAD MULTAN CANTT PH:586742 ,MULTAN,20-JUN-94,A
317,FAA01904,BO010,PIFFERS SECURITY SERVICES PVT LTD,OFFICE # 17 2ND FLOOR CAPITAL PALAZA G-11 MARKAZ,ISLAMABAD,01-APR-20,A
318,BOA02289, 000,PIONEER CHEMICALS,209 INDUSTRIAL ESTATE PHASE-II,MULTAN,01-OCT-14,A
319,BOA02951, 000,PLANT 4 LIFE (PVT) LTD.,"6-D, INDUSTRIAL ESTATE PHASE-I ",MULTAN,01-JUN-18,A
320,AAB00308,BO016,PLILIP MORRIS PAK LTD,2-B-1 OPP HILAL FABRICS INDUSTRIAL ESTATE MULTAN,MULTAN,01-AUG-12,A
321,BOA01849, 000,POLYPET PVT LTD,40-I INDUSTRIAL ESTATE MULTAN,MULTAN,01-OCT-12,A
322,BOA02357, 000,POPULAR FOOD INDUSTRIES UNIT-III,A-155 INDUSTRIAL ESTATE PHASE-II ,MULTAN,01-MAY-14,A
323,FAA00889,BO007,PREMIER SECURITY SERVICES,"PLOT 140-148,163-170 PHASE-II C/O COCA COLA MULTAN",MULTAN,01-APR-18,A
324,BOA02034, 000,PRIME CROP SCIENCE ,95/76 PHASE II INDUSTRIAL ESTATE MULTAN,MULTAN,15-FEB-13,A
325,BOA02970, 000,PRIME HONDA,INDUSTRIAL ESTATE ROAD ,MULTAN,01-JAN-17,A
326,BOA03645, 000,PROFESSIONAL EMPLOYERS PVT. LTD-COLGATE,"PLOT# 2/A, ROOMI COTTON FACTORY, INDUSTRIAL ESTATE",MULTAN,01-JUL-23,A
327,BOA01111, 000,PUNJAB CAR AIR CONDITIONING CENTRE,277 SHER SHAH ROAD,MULTAN,01-JAN-09,A
328,BOA01816, 000,PUNJAB ICE FACTORY,INDUSTRIAL ESTATE MULTAN,MULTAN,01-APR-11,A
329,BOA01816,BO001,PUNJAB ICE FACTORY UNIT NO. 2,SHER SHAH ROAD INDUSTRIAL ESTATE BY PASS,MULTAN,01-JAN-14,A
330,BOA02855, 000,PUNJAB RUBBER TECH INDUSTRIES,"PLOT 28 PHASE-II, INDUSTRIAL ESTATE",MULTAN,01-MAR-18,A
331,AAB03197,BO001,Pearl real estate holdings (PVT) LTD,ASKARIA BYPASS ROAD MULTAN,MULTAN,01-JUN-11,A
332,BOA00436, 000,QADIR AGRO INDUSTRIES LTD,4-D INDUSTRIAL ESTATE MULTAN ,MULTAN,01-AUG-91,A
333,BOA03938, 000,QADIR BUKHSH AND SONS,PLOTE NO 345 PHASE II INDUSTRIAL ESTATE MULTAN,MULTAN,01-MAY-25,A
334,BOA00676, 000,QADIR Poly Pvt lTD,"88 - B, INDUSTRIAL ESTATE",MULTAN,01-JAN-01,A
335,BOA01850, 000,QAYYUM PETROLEUM,SHERSHAH ROAD MULTAN,MULTAN,01-JAN-10,A
336,BOA03154, 000,R.B. AVARI ENTERPRISES (PVT) LTD,"1/2KM, CHINA ROAD, INDUSTRIAL ESTATE",MULTAN,01-FEB-20,A
337,BOA02078, 000,R.G FILLING,41-c INDUSTRIAL ESTATE MULTAN,MULTAN,01-JUN-12,A
338,BIA01919,BO003,RAAZIQ marketing & management services,"PLOT # 17-18, HALL # 5, NEAR UBL BANK INDUSTRIAL ESTATE, PHASE 1",MULTAN,01-MAR-17,A
339,BOA03052, 000,RAFIQ GROUP OF INDUSTRIES(FAZAL COLD STORAGE),"PLOT # 157, INDUSTRIAL ESTATETE",MULTAN,01-DEC-17,A
340,BOA03754, 000,RAJWANA PACKAGES,"PLOT# 259, INDUSTRIAL ESTATE PHASE II ",MULTAN,01-JAN-24,A
341,FAA02049,BO006,READY GUARD SECURITY SERVICES PVT LTD,"SHELL REGIONAL OFFICE, SHER SHAH ROAD, SHELL DEPOT",MULTAN,01-NOV-21,A
342,BOA02988, 000,RIFSONS FOOD PVT LTD,PLOT NO 192 INDUSTRIAL ESTATE PHASE 2,MULTAN,01-OCT-18,A
343,BOA03396, 000,RIVERSIDE RAW MATERIAL PVT LTD,PLOT#1-A-III/A INDUSTRIAL STATE MULTAN,MULTAN,18-MAY-19,A
344,BOA01535, 000,ROHAAN SAEED ICE FACTORY,SHERSHAH ROAD MOZAFFARABAD,MULTAN,01-MAR-11,A
345,BOA00198, 000,ROOMI COTTON FACTORY,2 A INDUSTRIAL ESTAT MULTAN ,MULTAN,01-JUL-76,A
346,BOA03014, 000,ROSE LAMINATES,39-A INDUSTRIAL ESTATE PHASE 1,MULTAN,01-JUL-18,A
347,BOA02947, 000,ROTI TUKKAR RESTAURANT ,INSIDE ASKARI JHEEL MULTAN CANNT,MULTAN,01-JAN-18,A
348,BOA03271, 000,ROYAL AGRO SERVICES,"PLOT# 44, INDUSTRIAL ESTATE PHASE II",MULTAN,01-FEB-21,A
349,BOA01812, 000,ROYAL CONTINENTAL HOTEL,NEAR MULTAN DRY PORT SHER SHAH BY PASS MULTAN,MULTAN,01-JUL-12,A
350,BOA03744, 000,RUDOLF LIFE SCIENCES PAKISTAN,MAIN ROAD INDUSTRIAL ESTATE PHASE II,MULTAN,01-MAR-24,A
351,BTB00753,BO002,RUDOLF PAKISTAN (PVT) LTD.,"PLOT 214, PHASE II, INDUSTRIAL ESTATE, MULTAN",MULTAN,01-JUL-24,A
352,BOA00243, 000,S.M.NAZIR AND COMPANY,6-C INDUSTRIAL ESTATE MULTAN. ,MULTAN,01-JUL-84,A
353,BOA01730, 000,SAEED JABBAR PACKAGES,11 INDUSTRIAL ESTATE MULTAN,MULTAN,01-JAN-12,A
354,BOA00879, 000,SAJID MODEL SCHOOL,NR GULISTAN CENIMA ISMAILABAD ,MULTAN,10-MAY-03,A
355,BOA03129, 000,SALMAN FOOD PRODUCTS,"PLOT # 45, INDSUTRIAL ESTATE",MULTAN,01-JUL-19,A
356,BOA01046, 000,SARBAN ENTERPRISES,1-E INDUSTRIL ESTATE ,MULTAN,01-JUL-08,A
357,BOA01642, 000,SARDAR PACKAGES,PLOT NO 3-A-II INDUSTRIAL ESTATE MULTAN,MULTAN,01-NOV-10,A
358,BOA03199, 000,SARKHAIL PACKAGES PVT LTD,"PLOT#287, IDUSTRIAL ESTATE PHASE II",MULTAN,01-JAN-19,A
359,BOA01945, 000,SARWAR OIL MILLS,SHER SHAH BY PASS OPP ALKHAIR FLOUR MILLS MULTAN,MULTAN,01-APR-12,A
360,BOA03276, 000,SARWAR POLY PACKAGES PVT LTD,"PLOT#292-293, INDUSTRIAL ESTATE PHASE II",MULTAN,01-NOV-20,A
361,BOA01138, 000,SAVE FILLING STATION (FORMERLY SAVE CNG STATION),GARDEN TOWN TEHSILDAR MOR ,MULTAN,01-JUL-08,A
362,BOA03936, 000,SG SARDAR PVT LIMITED,NEAR CHINA CHOWK INDUSTRIAL ESTATE MULTAN,MULTAN,01-MAY-25,A
363,BOA03530, 000,SHABBIR POLY PACKAGES,"PLOT#308, INDUSTRIAL ESTATE PHASE II",MULTAN,01-JUL-22,A
364,BOA00817, 000,SHADI KHAIL FILLING STATION,HAMID PUR SHER SHAH BY-PASS ,MULTAN,27-NOV-02,A
365,BOA03612, 000,SHAFIQUE WAREHOUSE,"PLOT# 255, 280 & 281, INDUSTRIAL ESTATE PHASE II",MULTAN,01-MAR-23,A
366,BOA03525, 000,SHAH RUKN-E-ALAM BRICKS CO.,"GAGGRAN LINK ROAD, SHER SHAH",MULTAN,01-JUL-21,A
367,BOA00254, 000,SHAH SONS LTD,8 C/1 INDUSTRIAL ESTATE MULTAN POSTAL ADDRESS,MULTAN,01-OCT-84,A
368,BOA00396, 000,SHAHEEN WOOD WORKING INDUSTRIES (PVT) LTD,44-A INDUSTRIAL ESTATE MULTAN ,MULTAN,02-MAY-90,A
369,BOA00895, 000,SHAHRAM FILLING STATION,GARDEN TOWN ,MULTAN,01-JAN-04,A
370,BOA03597, 000,SHAHSONS PAKISTAN PRIVATE LIMITED (UNIT 1),"PLOT NO. 291, INDUSTRIAL ESTATE PHASE II",MULTAN,01-JAN-23,A
371,BOA03108, 000,SHAHSONS PRECISION ENGINEERING PVT. LTD.,"8-C/1-A, INDUSTRIAL ESTATE ",MULTAN,01-JUL-19,A
372,BOA01814, 000,SHANE-E- MUSTAFA COLD STORAGE,PLOT#16 PHASE 2 INDUSTRIA ESTATE MULTAN,MULTAN,01-MAR-12,A
373,BOA00302, 000,SHARIF OIL INDUSTRies (PVT) LTD,4-A INDUSTRIAL ESTATE MULTAN ,MULTAN,01-OCT-84,A
374,BOA01123, 000,SHEIKH MUHAMMAD IKRAM(CONTRACTOR CTM),CONTRACTOR LOADING UNLOADING CTM,MULTAN,01-APR-09,A
375,BOA03534, 000,SHERRY KHAN P/S,"MUZAFFARGARH ROAD, NEAR DRYPORT SHER SHAH",MULTAN,01-JUL-22,A
376,BOA02118, 000,SHINWARI GRILL 3 RESTAURANT,SHER SHAH ROAD GARDEN TOWN MULTAN CANTT,MULTAN,01-JAN-14,A
